title,time,description,detail_url,image_url
Bow Support for a Crossbow,"Eastern Zhou dynasty, Warring States period (480–221 B.C.), c. 4th century B.C.",,https://www.artic.edu/artworks/12636,"https://www.artic.edu/iiif/2/446322c7-8218-bc73-482b-323f15fe37e5/full/843,/0/default.jpg"
Pilgrim Flask,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/42271,"https://www.artic.edu/iiif/2/5de6ef4c-2849-4696-5ae2-0d35aaeb8d15/full/843,/0/default.jpg"
Rectangular Cauldron,"Shang dynasty ( about 1600–1046 BC ), 12th/11th century",,https://www.artic.edu/artworks/89452,"https://www.artic.edu/iiif/2/9edaa9d1-0242-4256-6e47-0d8262b49827/full/843,/0/default.jpg"
Vessel in the Form of an Ancient Bronze Jar (Hu),"Qing dynasty (1644–1911), Qianlong reign (1736–95)",,https://www.artic.edu/artworks/12622,"https://www.artic.edu/iiif/2/49ab916a-c274-6fc0-3c9a-f5db43b78d9c/full/843,/0/default.jpg"
Stem Cup,"Tang dynasty (618–907), 9th century",,https://www.artic.edu/artworks/53544,"https://www.artic.edu/iiif/2/77cb2b66-205a-fe25-70e6-d509698854d7/full/843,/0/default.jpg"
Dish with Peaches and Bats,"Qing dynasty (1644–1911), Yongzheng reign mark and period (1723–1735)",,https://www.artic.edu/artworks/42786,"https://www.artic.edu/iiif/2/3aa4993c-7d81-da81-9080-8f1849e953a2/full/843,/0/default.jpg"
The Utopian Cannibal,2000,,https://www.artic.edu/artworks/159358,"https://www.artic.edu/iiif/2/1b57ba76-c5b1-701e-ed26-0b650a5c74e2/full/843,/0/default.jpg"
"Rectangular Pillow with Figural and Landscape Scenes, Double-Lotus Medallions, and (back) Tiger Seated by Trees","Jin dynasty (1115–1234), 13th century",,https://www.artic.edu/artworks/59464,"https://www.artic.edu/iiif/2/9fef6716-984f-a91c-6b8f-e155db300a96/full/843,/0/default.jpg"
Oracle Bones (76 total),Shang dynasty (about 1600–1046 BC),,https://www.artic.edu/artworks/192727,"https://www.artic.edu/iiif/2/1495bb5b-72af-026a-aac6-1e68a397e220/full/843,/0/default.jpg"
Standing Attendant,"Warring States period (480–221 BCE), 4th or 3rd century BCE",,https://www.artic.edu/artworks/65902,"https://www.artic.edu/iiif/2/cb2ba5d6-02d0-3d07-1d82-fa134c284e48/full/843,/0/default.jpg"
Cong,"Neolithic period (ca.8000–2000 BC), Liangzhu Culture, ca. 3000–2000 B.C.",,https://www.artic.edu/artworks/69711,
Children's Games,1897,,https://www.artic.edu/artworks/83812,"https://www.artic.edu/iiif/2/7be12f9c-f41e-1787-8656-ed47c5fbbc6d/full/843,/0/default.jpg"
Model of a Two-Story Structure,"Eastern Han dynasty, 25–220 CE",,https://www.artic.edu/artworks/12013,"https://www.artic.edu/iiif/2/79ed8214-61f0-e6ad-77cb-865bb866a412/full/843,/0/default.jpg"
"White-Robed Guanyin (Avalokiteshvara) in ""Thrice-Bent"" Pose (Tribhanga), Holding a Vase with Nectar of Immortality (Amrta)","Sui dynasty (589–618), early 7th century",,https://www.artic.edu/artworks/28106,"https://www.artic.edu/iiif/2/ca26884a-828f-a043-27d8-1f08bdc159fc/full/843,/0/default.jpg"
Cloud-Shaped Pillow with Fish,"Jin dynasty (1115–1234), 12th/13th century",,https://www.artic.edu/artworks/59448,"https://www.artic.edu/iiif/2/be7375b3-188d-7d89-660d-a6c93d6ed495/full/843,/0/default.jpg"
Moldavian Interior,1859,,https://www.artic.edu/artworks/8093,"https://www.artic.edu/iiif/2/1c1a5b0f-5d78-6491-159b-f74d2bd8819a/full/843,/0/default.jpg"
Censer with Dragons amid Stylized Clouds,"Ming dynasty (1368–1644), Jiajing reign mark and period (1522–1566)",,https://www.artic.edu/artworks/21208,"https://www.artic.edu/iiif/2/c6ece98d-21b9-1560-c46a-d0040f655831/full/843,/0/default.jpg"
Guanyin (Avalokiteshvara),Yuan/early Ming dynasty,,https://www.artic.edu/artworks/28158,"https://www.artic.edu/iiif/2/0a0a3531-5054-6e98-edab-c1517f75fbab/full/843,/0/default.jpg"
Top Story of a Tower  (Tomb Model),Eastern Han dynasty (A.D.25–220),,https://www.artic.edu/artworks/12028,"https://www.artic.edu/iiif/2/49ae72b1-ecd9-db06-97c2-32cc618c6497/full/843,/0/default.jpg"
"The Two Sisters-in-Law, plate twelve from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/22725,"https://www.artic.edu/iiif/2/d2c48f3c-3e12-a224-48c7-fdf21f8e5d35/full/843,/0/default.jpg"
Guanyin (Avalokiteshvara),"Dali kingdom (c. 937–1253), 12th century",,https://www.artic.edu/artworks/28109,"https://www.artic.edu/iiif/2/d4936694-69fa-0d24-d403-59c2e406bda3/full/843,/0/default.jpg"
"Calavera of Francisco Madero, from Calavera Maderista",printed 1944,,https://www.artic.edu/artworks/74965,"https://www.artic.edu/iiif/2/7bd8c2ec-c13d-a68e-80b4-2edce4da917e/full/843,/0/default.jpg"
Bodhisattava,"Northern Wei dynasty (386–534), dated 524",,https://www.artic.edu/artworks/28125,"https://www.artic.edu/iiif/2/6676729c-8d46-c232-f99c-27746b4ad8ec/full/843,/0/default.jpg"
Bow Support for a Crossbow,"Eastern Zhou dynasty, Warring States period (480–221 B.C.), c. 4th century B.C.",,https://www.artic.edu/artworks/12640,"https://www.artic.edu/iiif/2/743bded4-ce50-264f-b99d-af41cceda46d/full/843,/0/default.jpg"
Lion of the Atlas Mountains,1829,,https://www.artic.edu/artworks/41098,"https://www.artic.edu/iiif/2/9b9ec959-fbdc-9eae-cdfd-be8befe169ab/full/843,/0/default.jpg"
At the Café (unpublished plate),1874,,https://www.artic.edu/artworks/109689,"https://www.artic.edu/iiif/2/2435c47d-f8d7-6e82-f56a-12dcdf853ed7/full/843,/0/default.jpg"
Dish with Scrolling Flowers and Breaking Waves,"Ming dynasty (1368–1644), early 15th century",,https://www.artic.edu/artworks/80882,"https://www.artic.edu/iiif/2/9f046622-b8cb-e138-525c-b5db71e2dea7/full/843,/0/default.jpg"
Dish,c. 1765,,https://www.artic.edu/artworks/2528,"https://www.artic.edu/iiif/2/54963194-7397-e04c-b3d7-29361686ee34/full/843,/0/default.jpg"
Altar Set,"Qing dynasty (1644–1911), Jiaqing reign mark and period",,https://www.artic.edu/artworks/235667,"https://www.artic.edu/iiif/2/98325971-f2f2-31dc-00de-a16214ceaf79/full/843,/0/default.jpg"
Rectangular Tureen (fu),"Eastern Zhou dynasty, Spring and Autumn period (770–481 B.C.)",,https://www.artic.edu/artworks/86391,"https://www.artic.edu/iiif/2/9541bb37-23d5-d8cb-8399-7f525167b0dc/full/843,/0/default.jpg"
"The Cook, plate eleven from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/22744,"https://www.artic.edu/iiif/2/6196dd46-4e4d-2b96-950e-16169ccf4f0f/full/843,/0/default.jpg"
"Deep Dish with Peony, Pine Branches, Plum Blossoms, Chrysanthemum, Cherry, and Lotus Flowers","Qing dynasty (1644–1911), 19th century",,https://www.artic.edu/artworks/10393,"https://www.artic.edu/iiif/2/357c901c-c54f-079c-0c29-d3be0a021ed4/full/843,/0/default.jpg"
Square-Sectioned Jars (Fanghu),"Western Han dynasty, 206 BCE–9 CE",,https://www.artic.edu/artworks/14803,"https://www.artic.edu/iiif/2/d14b55a0-282c-4460-048e-39bf416abf09/full/843,/0/default.jpg"
Vase with Stylized Flowers and Vines,Ming dynasty (1368–1644),,https://www.artic.edu/artworks/21408,"https://www.artic.edu/iiif/2/832cbbb9-2bda-da17-36d0-16d0b7a583c4/full/843,/0/default.jpg"
Rectangular Vessel with Truncated Neck,"Ming dynasty (1368–1644), 16th century",,https://www.artic.edu/artworks/21212,"https://www.artic.edu/iiif/2/e7d328bb-5ff1-f02e-c40f-a07d26c5b673/full/843,/0/default.jpg"
Conical Bowl,"Northern Song dynasty (960–1127), early 12th century",,https://www.artic.edu/artworks/21511,"https://www.artic.edu/iiif/2/38ace8c0-a371-8cc9-39fd-3f37be2f6d1a/full/843,/0/default.jpg"
Miniature Table with Scholarly Implements (Mingqi),Ming dynasty (1368–1644),,https://www.artic.edu/artworks/12214,"https://www.artic.edu/iiif/2/496dcf8f-e5e6-0fd4-49d3-e5aa66ce319b/full/843,/0/default.jpg"
Krishna Yamari,"Dali kingdom (937–1253), c. 12th century",,https://www.artic.edu/artworks/152849,"https://www.artic.edu/iiif/2/48dbb1fa-030b-1800-0176-82c5c74307e5/full/843,/0/default.jpg"
Camel,"Tang dynasty (618–907 A.D.), first half of 8th century",,https://www.artic.edu/artworks/180744,"https://www.artic.edu/iiif/2/c02ac167-54bc-ec04-19da-72e4a73326aa/full/843,/0/default.jpg"
"Large Plate with Dragons, Clouds and Floral Sprays","Ming dynasty (1368–1644), mark and reign of Jiajing (1522–66)",,https://www.artic.edu/artworks/21418,"https://www.artic.edu/iiif/2/7dec0308-c127-70a0-8499-0ce02702b3c3/full/843,/0/default.jpg"
The Return from the Field,1878,,https://www.artic.edu/artworks/108598,"https://www.artic.edu/iiif/2/d558d97c-a82f-4cfe-f203-9c0333190a08/full/843,/0/default.jpg"
Bowl with Peony Scrolls,"Jin dynasty (1115–1234), 12th century",,https://www.artic.edu/artworks/21483,"https://www.artic.edu/iiif/2/170db6e7-dc04-1df8-541b-d6a9aa9847e2/full/843,/0/default.jpg"
Basin with Figural Feet (Lu),"Eastern Zhou dynasty, Warring States period (771–222 B.C.), 5th/4th century B.C.",,https://www.artic.edu/artworks/3333,"https://www.artic.edu/iiif/2/89fbae16-7cb2-928a-b311-528de1ee18e6/full/843,/0/default.jpg"
Woman Lying on the Sand,1927,,https://www.artic.edu/artworks/12688,"https://www.artic.edu/iiif/2/64d9609e-8805-69ba-bcd9-601da716f179/full/843,/0/default.jpg"
Shallow Bowl with Lotus Flower and Leaves,"Jin dynasty, (1115–1234), 13th century",,https://www.artic.edu/artworks/45464,"https://www.artic.edu/iiif/2/224a248d-d7f4-e176-a1a8-0ba8bf0e1556/full/843,/0/default.jpg"
Evening,1881,,https://www.artic.edu/artworks/156446,"https://www.artic.edu/iiif/2/bb7e8b46-4e3c-cdbd-9c0f-75cbc69fc2bb/full/843,/0/default.jpg"
Landscape,2002,,https://www.artic.edu/artworks/183277,"https://www.artic.edu/iiif/2/50852816-dfa8-ed7d-8f03-e5ce8aab166d/full/843,/0/default.jpg"
Jane Shore,1828,,https://www.artic.edu/artworks/23651,"https://www.artic.edu/iiif/2/10f958ff-1b71-2703-eb55-33b6cdb0d406/full/843,/0/default.jpg"
Figure of a Youth,"Tang dynasty (A.D. 618–907), first half of 8th century",,https://www.artic.edu/artworks/30214,"https://www.artic.edu/iiif/2/8d874d85-0fa5-74b6-0a85-580ae8087785/full/843,/0/default.jpg"
One of the 18 Luohan (Arhats),"Qing dynasty (1644–1911), 18th century",,https://www.artic.edu/artworks/15732,"https://www.artic.edu/iiif/2/2949daa3-5088-d918-03f5-5f582316c8d5/full/843,/0/default.jpg"
Ladislav Sutnar China (Coffee and Dinner Set),c. 1932,,https://www.artic.edu/artworks/199163,"https://www.artic.edu/iiif/2/4baaa2bd-670e-2ac5-0519-4c4b60202658/full/843,/0/default.jpg"
Melon-Shaped Ewer with Triple-Strand Handle and Floral Tendrils,"Liao dynasty (907–1124), 11th century",,https://www.artic.edu/artworks/12407,"https://www.artic.edu/iiif/2/4408e73f-3de1-504f-e4af-941c791a442a/full/843,/0/default.jpg"
Panels from a Funerary Couch (Guanchuang),Northern Wei dynasty (386–535); c. 525,,https://www.artic.edu/artworks/142528,"https://www.artic.edu/iiif/2/f7731875-6807-0b7a-53f4-63ab0a7fa69c/full/843,/0/default.jpg"
"Vision, plate eight from In Dreams",1879,,https://www.artic.edu/artworks/79318,"https://www.artic.edu/iiif/2/85ab1f11-ca49-918d-3274-fc66343be066/full/843,/0/default.jpg"
"Cover of the ""Album d'estampes originales de la Galerie Vollard""",1897,,https://www.artic.edu/artworks/11497,"https://www.artic.edu/iiif/2/958fe8b3-2903-5de7-b211-d87abf6c185e/full/843,/0/default.jpg"
Sovereign of the Clouds of Dawn (Bixia Yuanjun),"Ming dynasty (1368–1644), late 14th/15th century",,https://www.artic.edu/artworks/27507,"https://www.artic.edu/iiif/2/8458bab5-6355-2fd2-f969-c91dd07cc5de/full/843,/0/default.jpg"
Foliate Square Dish,"Liao dynasty (907–1124), late 10th century",,https://www.artic.edu/artworks/12561,"https://www.artic.edu/iiif/2/e6cc57da-8497-1c87-c2dc-7eba534923cb/full/843,/0/default.jpg"
Tiger-Shaped Pillow with Floral Spray,"Jin dynasty (1115–1234), 12th/13th century",,https://www.artic.edu/artworks/21702,"https://www.artic.edu/iiif/2/5163006a-15e2-efb6-461f-074aaeeedfd3/full/843,/0/default.jpg"
Censer in the Form of Ancient Bronze Tureen (gui),Qing dynasty (1644–1911),,https://www.artic.edu/artworks/12616,"https://www.artic.edu/iiif/2/f16e5242-f71f-2e51-fbfa-0f22b1a00152/full/843,/0/default.jpg"
"""Ruby-Back"" Dish with Woman and Children",Qing dynasty (1644–1911),,https://www.artic.edu/artworks/42541,"https://www.artic.edu/iiif/2/27331cc3-300f-ce3b-1fe0-0e40e5b9f559/full/843,/0/default.jpg"
Pair of Tomb Chamber Doors,"Western Han dynasty (206 B.C.–A.D. 9), 1st century B.C.",,https://www.artic.edu/artworks/12786,"https://www.artic.edu/iiif/2/588f96b7-8b01-d7b1-a4d2-07db52b5ca1f/full/843,/0/default.jpg"
Ovoid Jar with Blossom-Like Spotting,"Tang dynasty (618–906), first half of 8th century",,https://www.artic.edu/artworks/12145,"https://www.artic.edu/iiif/2/21e59b40-cadd-d3e1-962f-0e8c391c397e/full/843,/0/default.jpg"
Gables in Luneburg,1924,,https://www.artic.edu/artworks/24960,"https://www.artic.edu/iiif/2/34e3bc89-c536-82c6-dc85-bf6f4bf5d4c9/full/843,/0/default.jpg"
Loop Suspension Bell (Niuzhong),"Eastern Zhou dynasty, Spring and Autumn period (770–481 B.C.), 8th/6th century B.C.",,https://www.artic.edu/artworks/9611,"https://www.artic.edu/iiif/2/a1826e59-126d-a0fc-5cd4-c55bde551945/full/843,/0/default.jpg"
Plate,1760/70,,https://www.artic.edu/artworks/2508,"https://www.artic.edu/iiif/2/6f40b78d-461d-7664-c549-35d0028325e8/full/843,/0/default.jpg"
Covered Hexagonal Lobed Jar with Dragons Chasing a Flaming Pearl,"Ming dynasty (1368–1644), Wanli reign mark and period (1573–1620)",,https://www.artic.edu/artworks/75905,"https://www.artic.edu/iiif/2/0e8e2764-0d56-a902-419a-39fe96900326/full/843,/0/default.jpg"
Food container,"Western Zhou dynasty ( 1046–771 BC ), 2nd half of 11th century BC",,https://www.artic.edu/artworks/34078,"https://www.artic.edu/iiif/2/982ef7d9-36e7-a630-ed05-81d67537b2f9/full/843,/0/default.jpg"
Vase with Rectangular Handles,"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,https://www.artic.edu/artworks/12741,"https://www.artic.edu/iiif/2/a6cbb336-cf86-2454-85e9-23a09f354fe6/full/843,/0/default.jpg"
Jar (Hu),Jar: Han dynasty (206 BC–220 AD); decoration: 20th century,,https://www.artic.edu/artworks/7544,"https://www.artic.edu/iiif/2/ac6666b8-5a2d-9086-ac42-ae36fa62bc57/full/843,/0/default.jpg"
Phoenix-Headed Ewer,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/35384,"https://www.artic.edu/iiif/2/4c00e0b4-cbe4-6e35-aa25-d81b20e59738/full/843,/0/default.jpg"
Double-Bodied Amphora Vase,Sui dynasty (581–618),,https://www.artic.edu/artworks/21745,"https://www.artic.edu/iiif/2/3c05cc52-5fbc-7ffc-e23f-1f4b01a711af/full/843,/0/default.jpg"
Emperor's Jifu (Semiformal Court Robe),"Qing dynasty (1644–1911), 1825/50",,https://www.artic.edu/artworks/68830,"https://www.artic.edu/iiif/2/2363a024-8729-2824-8be4-af724d70a0df/full/843,/0/default.jpg"
Still Life in the Windy City,2021-22,,https://www.artic.edu/artworks/263123,"https://www.artic.edu/iiif/2/7eedd163-f5e0-e22e-92d8-003caf4ae398/full/843,/0/default.jpg"
Plate with Scholar and Attendant in Garden,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,https://www.artic.edu/artworks/21292,"https://www.artic.edu/iiif/2/e2539868-0523-0dc2-3644-d261c5a9e61e/full/843,/0/default.jpg"
Dagger-Blade (ge),Shang dynasty (c. 1600–1046 BC),,https://www.artic.edu/artworks/68715,
Incense Burner with Animal Handles,"Northern Song dynasty (960–1127), 11th –12th century",,https://www.artic.edu/artworks/21481,"https://www.artic.edu/iiif/2/c85c1983-7400-34b7-0d28-24b66c0a1b9f/full/843,/0/default.jpg"
Vessel in Form of a Bird,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/105595,"https://www.artic.edu/iiif/2/04285ccb-54e4-379f-7316-fa10f7fc1f9f/full/843,/0/default.jpg"
Bengal Tiger,1829,,https://www.artic.edu/artworks/41095,"https://www.artic.edu/iiif/2/81a712ce-1524-a0f7-4738-1610f48736c2/full/843,/0/default.jpg"
Goblet,"Shang dynasty ( about 1600–1046 BC ), 13th/12th century BC",,https://www.artic.edu/artworks/109230,"https://www.artic.edu/iiif/2/1f1d5da3-9e53-2250-cb35-e71a11692790/full/843,/0/default.jpg"
Cundi Bodhisattva,"Qing dynasty (1644–1911), 18th century",,https://www.artic.edu/artworks/12497,"https://www.artic.edu/iiif/2/fd30e681-3ecc-ff9a-833f-036a834de9f9/full/843,/0/default.jpg"
"The Pastry Shop, plate ten from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/22711,"https://www.artic.edu/iiif/2/f9fdc9de-772d-c3e9-6d69-3b28a831ecda/full/843,/0/default.jpg"
Jar (hu),"Western Zhou dynasty, 927–850 B.C.",,https://www.artic.edu/artworks/198345,"https://www.artic.edu/iiif/2/740bc9d3-8194-7e43-5eb2-0a13d55ce2f7/full/843,/0/default.jpg"
Seated Girl Holding Mirror,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/37729,"https://www.artic.edu/iiif/2/d6c74cd7-b2bc-15f1-f0f6-e0b67cc818c6/full/843,/0/default.jpg"
Yang Pu Moving His Family,Yuan dynasty (1279–1368) 元朝,,https://www.artic.edu/artworks/76279,"https://www.artic.edu/iiif/2/f78addab-4d3a-f87c-4c83-7eae824c7504/full/843,/0/default.jpg"
Old China,1952/63,,https://www.artic.edu/artworks/16811,"https://www.artic.edu/iiif/2/1be43c90-3207-a05c-6069-48270a23a88a/full/843,/0/default.jpg"
China Doll,1974,,https://www.artic.edu/artworks/48321,
Coiled Animal Pendant,"Eastern Zhou dynasty or Western Han dynasty 
3rd/2nd century B.C.",,https://www.artic.edu/artworks/70169,
"Ovoid Ewer with Flaring, Beak-Shaped Spout, Floral Medallion, and Zipper-like Band with Palmette","Tang dynasty (A.D. 618–907), 8th century",,https://www.artic.edu/artworks/21341,"https://www.artic.edu/iiif/2/d383623c-4c9b-2cc4-4253-8e22d1ce456e/full/843,/0/default.jpg"
Kneeling Figure,late 2nd millennium B.C.,,https://www.artic.edu/artworks/70207,
Man's Loin Cloth (pa deri),1920/45,,https://www.artic.edu/artworks/182152,"https://www.artic.edu/iiif/2/23cdec32-6a02-cd5d-d77c-d5e27302a13e/full/843,/0/default.jpg"
Vase with Leaf Scroll Handles and Floral Spray Design,"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,https://www.artic.edu/artworks/12731,"https://www.artic.edu/iiif/2/fd5aa372-c02d-369d-d429-06c63290e8b4/full/843,/0/default.jpg"
Ewer with Lotus Flower Petals,"Song dynasty (960–1279), 13th century",,https://www.artic.edu/artworks/12735,"https://www.artic.edu/iiif/2/94dd5940-5a42-414b-5e7a-92fe13868431/full/843,/0/default.jpg"
Cushion Cover,"Qing dynasty (1644–1911), 1700/50",,https://www.artic.edu/artworks/8037,"https://www.artic.edu/iiif/2/be95515d-a511-76d9-d581-408b7c685dea/full/843,/0/default.jpg"
Cup in the Shape of a Plum Flower with Branch-Shaped Handle,Ming dynasty (1368–1644),,https://www.artic.edu/artworks/21423,"https://www.artic.edu/iiif/2/968e6b0f-236f-53e1-a95d-acc8b6ee1faf/full/843,/0/default.jpg"
Garment Hook (Daigou),"Eastern Zhou dynasty, Warring States period (480–221 B.C.), late 4th/3rd century B.C.",,https://www.artic.edu/artworks/7514,"https://www.artic.edu/iiif/2/7a50d56b-f1c3-efb5-c806-f3da95ebd21b/full/843,/0/default.jpg"
"Gnome, plate six from In Dreams",1879,,https://www.artic.edu/artworks/79315,"https://www.artic.edu/iiif/2/29eb7b2d-770d-0fe1-3348-b501fe3adefe/full/843,/0/default.jpg"
Shallow Dish with Peony Sprays,"Northern Song dynasty, (960–1127), 11th century",,https://www.artic.edu/artworks/12359,"https://www.artic.edu/iiif/2/995a614d-b05a-5e6c-5197-977512f07b5d/full/843,/0/default.jpg"
Arc-shaped Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
c. 5th century B.C.",,https://www.artic.edu/artworks/70093,
Dragon Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
4th/3rd century B.C.",,https://www.artic.edu/artworks/70129,
Woman's Short Tubular Skirt (wan klai),1915/45,,https://www.artic.edu/artworks/182159,"https://www.artic.edu/iiif/2/4b42254e-574c-af01-0280-455f564306ec/full/843,/0/default.jpg"
"Noa Noa (Fragrant), from the Noa Noa Suite","1893–94, printed and published 1921",,https://www.artic.edu/artworks/14319,"https://www.artic.edu/iiif/2/ea174e5e-ba2c-065e-c287-2494f867bc8b/full/843,/0/default.jpg"
"Blossoming, plate one from In Dreams",1879,,https://www.artic.edu/artworks/79309,"https://www.artic.edu/iiif/2/92f40489-aa03-e6be-8fb8-f7cc625a2678/full/843,/0/default.jpg"
Armored Guardian King (Tianwang) Trampling Demon,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/129758,"https://www.artic.edu/iiif/2/8a3226d3-b45d-363b-ca94-b4a182cc3856/full/843,/0/default.jpg"
Dagger-Axe (Ge),"Eastern Zhou dynasty, Warring States period (480–221 B.C.)",,https://www.artic.edu/artworks/73220,"https://www.artic.edu/iiif/2/6037843b-4843-fc0c-4aed-3017d214e03f/full/843,/0/default.jpg"
The Night Is Stirring (Anger) (La Nuit remue [colère]),1956,,https://www.artic.edu/artworks/15563,"https://www.artic.edu/iiif/2/0f07eb70-3818-676a-c047-b1672d0a8277/full/843,/0/default.jpg"
Standing Guanyin,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/12509,"https://www.artic.edu/iiif/2/067873e8-e58a-f2d6-754d-85d08e0222cc/full/843,/0/default.jpg"
Jar (hu or zhong),Western Han dynasty (206 B.C.–A.D.9),,https://www.artic.edu/artworks/34075,"https://www.artic.edu/iiif/2/6a241a10-3e19-fe53-f76b-ac40374f0196/full/843,/0/default.jpg"
Tower and Mountain Range View of Jehoe Provience in Central China,1965,,https://www.artic.edu/artworks/107043,"https://www.artic.edu/iiif/2/5ccc384b-e3a6-9d09-836b-46081e3d10db/full/843,/0/default.jpg"
Charles Chandellier,1842,,https://www.artic.edu/artworks/11125,"https://www.artic.edu/iiif/2/9ca08f3d-80e6-b069-26c5-418956b0ff45/full/843,/0/default.jpg"
Covered Jar with a Seated Dog,"Northern Song dynasty (960–1127), late 10th/early 11th century",,https://www.artic.edu/artworks/21514,"https://www.artic.edu/iiif/2/2f25d1ca-0948-a263-46d9-d41dd4ed5614/full/843,/0/default.jpg"
The Comedy of Death (La comédie de la mort),1854,,https://www.artic.edu/artworks/8099,"https://www.artic.edu/iiif/2/a66c8156-2399-bb4e-ea45-7fbfeff9f686/full/843,/0/default.jpg"
Man's Jifu (Semiformal Court Robe),"Qing dynasty (1644–1911), 1720/40",,https://www.artic.edu/artworks/75521,"https://www.artic.edu/iiif/2/44f1d531-7394-1bc7-36dd-ef4012bb4e41/full/843,/0/default.jpg"
Two Reclining Figures with River Background,1963,,https://www.artic.edu/artworks/20561,"https://www.artic.edu/iiif/2/6f095ee3-b646-2551-0a85-ec0a143ddbb3/full/843,/0/default.jpg"
Mind in the Machine (State of Active Work),2017,,https://www.artic.edu/artworks/270889,"https://www.artic.edu/iiif/2/57263e2c-36c1-a110-8e9f-a803e429f898/full/843,/0/default.jpg"
Mind in the Machine (Relaxed State),2017,,https://www.artic.edu/artworks/270890,"https://www.artic.edu/iiif/2/f2573b48-84d0-f19a-ccb6-e03f0a721142/full/843,/0/default.jpg"
Pair of Mounted Vases,c. 1750,,https://www.artic.edu/artworks/260343,"https://www.artic.edu/iiif/2/191867db-f799-3537-d635-acfe1cd4efe7/full/843,/0/default.jpg"
Bowl with Dragons and Phoenixes,"Qing dynasty (1644–1911), 18th century",,https://www.artic.edu/artworks/18019,"https://www.artic.edu/iiif/2/6feb73db-656b-36bc-d482-638cab7ca657/full/843,/0/default.jpg"
Tripod Cylindrical Jar (Lian or Zun),"Eastern Han dynasty (25–220 A.D.), 2nd century",,https://www.artic.edu/artworks/12132,"https://www.artic.edu/iiif/2/6b38bb39-cefc-27ea-5053-0d7dfc5b7fe6/full/843,/0/default.jpg"
"Sad Ascent, plate nine from In Dreams",1879,,https://www.artic.edu/artworks/79322,"https://www.artic.edu/iiif/2/64e2e3cb-2406-868c-0cd3-73ed2d5951a6/full/843,/0/default.jpg"
Miniature Water Bucket with Birds by Lotus Flowers,"Ming dynasty (1368–1644), Xuande reign mark and period (1425–1435)",,https://www.artic.edu/artworks/21220,"https://www.artic.edu/iiif/2/e6bcdc04-5cd3-82cb-96c9-07f4894c3827/full/843,/0/default.jpg"
Central Park at Night,1934,,https://www.artic.edu/artworks/156354,"https://www.artic.edu/iiif/2/fb567a6c-89f0-8135-334f-a00aa35d8a85/full/843,/0/default.jpg"
"Across the Fields, plate three from Landscapes and Interiors",1899,,https://www.artic.edu/artworks/111862,"https://www.artic.edu/iiif/2/0a1ba4ad-1ffa-8843-5920-90f301986de3/full/843,/0/default.jpg"
Curly-Haired Youth,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/47953,"https://www.artic.edu/iiif/2/8e76bc2a-ca35-1c59-6c9b-62d6403554f2/full/843,/0/default.jpg"
Plaque with Human Head 石家河文化玉兽面,"late Neolithic period, Shejiahe culture, c. 2500/2000 B.C.",,https://www.artic.edu/artworks/69180,
Bell Inscribed with the Heart Sutra,Northern Song dynasty (960–1127) or later,,https://www.artic.edu/artworks/89655,"https://www.artic.edu/iiif/2/c5be3172-6ad0-8960-4756-83abbfcba219/full/843,/0/default.jpg"
Dead Child,1874,,https://www.artic.edu/artworks/192877,"https://www.artic.edu/iiif/2/1db1d8e7-a5c4-9a60-e654-f4571c265a67/full/843,/0/default.jpg"
Dinner Plate,1796–1810,,https://www.artic.edu/artworks/7896,"https://www.artic.edu/iiif/2/7597e412-18c9-0e33-0202-79f808cd43c3/full/843,/0/default.jpg"
Foliate Bowl with Peony Scrolls,"Song dynasty (960–1279), 12th/13th century",,https://www.artic.edu/artworks/12409,"https://www.artic.edu/iiif/2/cb15f5a4-b6cd-76e3-251e-4c77aa70bcfe/full/843,/0/default.jpg"
Flask (bianhu),"Eastern Zhou dynasty, Warring States period (475–221 B.C.)",,https://www.artic.edu/artworks/23144,"https://www.artic.edu/iiif/2/7210dd54-8b37-b573-1ced-54584116ab8e/full/843,/0/default.jpg"
Arc-shaped pendant (huang),"Western Zhou period, 10th/9th century B.C.",,https://www.artic.edu/artworks/69810,
"Death and the Young Mother, from Revue Fantaisiste",1861,,https://www.artic.edu/artworks/8076,"https://www.artic.edu/iiif/2/7e9041d2-85fa-d76c-9592-10c26f9263e9/full/843,/0/default.jpg"
