title,time,description,detail_url,image_url
Cup with Children among Scrolling Vines,"Jin dynasty (1115–1234), 12th/13th century",,https://www.artic.edu/artworks/42213,"https://www.artic.edu/iiif/2/058cf8b8-6e1d-cad3-afa2-3cb13314ea22/full/843,/0/default.jpg"
Pendant Disc,"Western Zhou period, 10th/9th century B.C.",,https://www.artic.edu/artworks/69812,
"The Bridge, from Some Aspects of Paris Life",1899,,https://www.artic.edu/artworks/22671,"https://www.artic.edu/iiif/2/5049b619-8278-15f2-c972-ec62c940f614/full/843,/0/default.jpg"
Caesar and His Prisoners,1878,,https://www.artic.edu/artworks/8064,"https://www.artic.edu/iiif/2/9c877ca0-8c8e-439d-e42e-6a5f31ebbe9e/full/843,/0/default.jpg"
Mirror with Stylized Phoenixes and Petal Loenges,"Eastern Zhou dynasty, Warring States period or early Western Han dynasty, 3rd/2nd century B.C.",,https://www.artic.edu/artworks/86661,"https://www.artic.edu/iiif/2/c0a163c5-81ff-91aa-44d1-067ab09a8197/full/843,/0/default.jpg"
"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite","1893/94, printed and published in 1921",,https://www.artic.edu/artworks/20435,"https://www.artic.edu/iiif/2/ff322a08-1f5c-4f40-e7fa-641aa86a4dde/full/843,/0/default.jpg"
"Remembrance of Youthful Scenes, I , plate 11 from Méndez: 25 Prints",1945,,https://www.artic.edu/artworks/186741,"https://www.artic.edu/iiif/2/d951936c-dd8c-ab59-ef06-2863a34ac8ea/full/843,/0/default.jpg"
Ancestor Portrait of a Woman,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/72791,"https://www.artic.edu/iiif/2/20a12134-66c2-a667-c6b2-0663cadbd047/full/843,/0/default.jpg"
"Lélio: The Aeolian Harp, from Hector Berlioz, sa vie et ses oeuvres",1888,,https://www.artic.edu/artworks/44094,"https://www.artic.edu/iiif/2/036c71b5-3b19-5b4c-c90a-7b5fce11b712/full/843,/0/default.jpg"
Female Attendant (Tomb Figurine),"Western Han dynasty (206 B.C.–A.D. 9), c. 2nd century B.C.",,https://www.artic.edu/artworks/21430,"https://www.artic.edu/iiif/2/483354eb-5b1d-2769-3318-7589593261fb/full/843,/0/default.jpg"
Fragment of Spatula (Si),"Shang dynasty ( about 1600–1045 BC), 13th/11th century BC",,https://www.artic.edu/artworks/23500,"https://www.artic.edu/iiif/2/487bb822-f457-82bf-7232-604aa53fe45e/full/843,/0/default.jpg"
Recumbent Stag,Western Han dynasty (206 B.C.–A.D. 9),,https://www.artic.edu/artworks/43097,"https://www.artic.edu/iiif/2/29ff4c61-a59c-1483-98b1-43f6df136ed5/full/843,/0/default.jpg"
Disc (bi),"Eastern Zhou period or Western Han dynasty, 3rd/2nd century B.C.",,https://www.artic.edu/artworks/69931,
Tubular Fitting,"Eastern Zhou dynasty, Warring States period (480–221 B.C.), 4th/3rd century B.C.",,https://www.artic.edu/artworks/180135,"https://www.artic.edu/iiif/2/04c4e192-f7ca-f06e-9784-c0696ee7d0b0/full/843,/0/default.jpg"
Clouds over the River before Rain 溪雲欲雨圖,"Ming dynasty (1368–1644), dated 1504",,https://www.artic.edu/artworks/13455,"https://www.artic.edu/iiif/2/591b86ab-c0a9-77f7-c4bf-a330498b9c02/full/843,/0/default.jpg"
Standing Attendant,"Warring States period (480–221 BCE), 4th or 3rd century BCE",,https://www.artic.edu/artworks/65904,"https://www.artic.edu/iiif/2/ca27465c-96c5-c3af-024d-e492c245b36a/full/843,/0/default.jpg"
Pair of Woman's Boots with Tying Ribbon,"Tang dynasty(618–906)/ Song dynasty(960–1279), 10th/11th century",,https://www.artic.edu/artworks/153627,"https://www.artic.edu/iiif/2/5ffeb451-c239-0a6e-ef04-77b2fe4d9e8c/full/843,/0/default.jpg"
Moon Flask,c. 1875,,https://www.artic.edu/artworks/259161,"https://www.artic.edu/iiif/2/5653d81c-4ca7-009a-35f2-95bb24de2d6b/full/843,/0/default.jpg"
Pair of Bottles,1878,,https://www.artic.edu/artworks/259163,"https://www.artic.edu/iiif/2/285f9ab3-5b3a-e460-7906-adb14df9bfa9/full/843,/0/default.jpg"
Moon Flask,c. 1875,,https://www.artic.edu/artworks/259164,"https://www.artic.edu/iiif/2/b4f7a56e-9db4-63f0-c17d-2cc003b9f427/full/843,/0/default.jpg"
Moon Flask,c. 1875,,https://www.artic.edu/artworks/259165,"https://www.artic.edu/iiif/2/32743e89-af52-a59b-e927-1487582cbd8d/full/843,/0/default.jpg"
Pair of Vases,c. 1870,,https://www.artic.edu/artworks/259166,"https://www.artic.edu/iiif/2/7ee17f91-0bf8-77fd-ce6f-a842081ac8af/full/843,/0/default.jpg"
Moon Flask,c. 1878,,https://www.artic.edu/artworks/259172,"https://www.artic.edu/iiif/2/a214df0d-31fa-5014-c19d-aaaa5297e1e2/full/843,/0/default.jpg"
Moon Flask,1873,,https://www.artic.edu/artworks/259175,"https://www.artic.edu/iiif/2/3548c8c3-4524-c994-4c0d-4da9e0032150/full/843,/0/default.jpg"
Vase,1890,,https://www.artic.edu/artworks/259176,"https://www.artic.edu/iiif/2/d861648b-b5a8-a8cd-1174-e285811f0b8d/full/843,/0/default.jpg"
Fan Box,1876,,https://www.artic.edu/artworks/259177,"https://www.artic.edu/iiif/2/75f9f7ac-ba5f-a11c-8179-a50a205df092/full/843,/0/default.jpg"
Pair of Jardinieres,1874,,https://www.artic.edu/artworks/259173,"https://www.artic.edu/iiif/2/05c34719-e698-8ca6-6b21-6bbfb04a6e01/full/843,/0/default.jpg"
Portrait of Paul Verlaine,1896,,https://www.artic.edu/artworks/27729,"https://www.artic.edu/iiif/2/608918c1-0485-64c3-fff1-6b9ded2b8687/full/843,/0/default.jpg"
A Girl Minding Geese,1855–56,,https://www.artic.edu/artworks/21252,"https://www.artic.edu/iiif/2/7bb9b214-c1f3-829a-f720-b6303499e090/full/843,/0/default.jpg"
Autumn Mountains 秋山圖,"Ming dynasty (1368–1644), early 16th century 明朝",,https://www.artic.edu/artworks/62536,"https://www.artic.edu/iiif/2/bc3826a5-0fa4-fe79-c883-768cdc4cfe4f/full/843,/0/default.jpg"
Tea Bowl and Dish,c. 1784–95,,https://www.artic.edu/artworks/7782,"https://www.artic.edu/iiif/2/4036b978-7bdf-b611-b976-6d95d5ca5ae5/full/843,/0/default.jpg"
"Rattlesnake, plate 1 from Méndez: 25 Prints",1945,,https://www.artic.edu/artworks/186728,"https://www.artic.edu/iiif/2/3863bfa3-c9d7-517c-7f62-eefa61e7002b/full/843,/0/default.jpg"
Young Girl Leaning by Flowered Screen,1923,,https://www.artic.edu/artworks/78836,"https://www.artic.edu/iiif/2/b5e36d60-0193-cfc1-fbdd-7a2a32b6755f/full/843,/0/default.jpg"
Incense Burner with Chrysanthemum and Knobbed Scrolls,"Northern Song dynasty (960–1127), 11th century",,https://www.artic.edu/artworks/53535,"https://www.artic.edu/iiif/2/f36ffd3f-a2ed-f8ff-0843-721aeac3146b/full/843,/0/default.jpg"
Conical Bowl,"Northern Song dynasty (960–1127), early 12th century",,https://www.artic.edu/artworks/42195,"https://www.artic.edu/iiif/2/398c25d5-579c-1df5-b185-e50e84e8b287/full/843,/0/default.jpg"
Bracelet or Arm Ring,"Neolithic period, probably Liangzhu culture, 3rd millennium B.C.",,https://www.artic.edu/artworks/69752,
Captive Pegasus,1889,,https://www.artic.edu/artworks/106598,"https://www.artic.edu/iiif/2/83fdd944-a6ca-e432-7314-3f5a87b0b627/full/843,/0/default.jpg"
"Calavera of Francisco Madero, from Calavera Maderista",printed 1944,,https://www.artic.edu/artworks/139230,"https://www.artic.edu/iiif/2/00eec276-7674-5253-a39e-568796831ab9/full/843,/0/default.jpg"
Ewer with Stylized Chrysanthemum Petals,"Northern Song dynasty (960–1127), 12th century",,https://www.artic.edu/artworks/21683,"https://www.artic.edu/iiif/2/7dc7130c-68b9-2321-0781-cd186408d473/full/843,/0/default.jpg"
Vessel in the Form of an Ancient Bronze Flask (Bianhu),Ming dynasty (1368–1644) or Qing dynasty (1644–1911),,https://www.artic.edu/artworks/21125,
Wine Vessel (Zun),"Qing dynasty (1644–1911) or modern, 18th century or later",,https://www.artic.edu/artworks/20635,"https://www.artic.edu/iiif/2/ff4ca342-9213-278e-0c55-8c0c3240daa2/full/843,/0/default.jpg"
Double-Handled Cup with Handles in the Form of Chi (Hornless) Dragons,"Southern Song (1127–1279) or Yuan dynasty (1279–1368), 13th century",,https://www.artic.edu/artworks/193002,"https://www.artic.edu/iiif/2/85fd1b36-4e11-e2e8-0bd3-c26572fde85a/full/843,/0/default.jpg"
Fragrant Garden (Qinyuan),1998,,https://www.artic.edu/artworks/182865,"https://www.artic.edu/iiif/2/7a902bc8-cb02-fdb8-ef02-60283e9bd4e4/full/843,/0/default.jpg"
Bathers in a Mountain Pool,1865,,https://www.artic.edu/artworks/8084,"https://www.artic.edu/iiif/2/fe4d569b-b332-c293-ce86-2f07d187c8f0/full/843,/0/default.jpg"
Wine Jar (Hu),"Style of Western Han dynasty (206 B.C.–A.D. 9), 2nd/1st century",,https://www.artic.edu/artworks/28161,"https://www.artic.edu/iiif/2/83e6d649-a3a0-a06c-9b43-3c28e438b69c/full/843,/0/default.jpg"
Tea Drinking Under the Wutong Tree,"Ming dynasty (1369–1644), 1509",,https://www.artic.edu/artworks/40558,"https://www.artic.edu/iiif/2/b537efd5-9719-2f33-ff5d-89578177002b/full/843,/0/default.jpg"
Beaker Vase in the Shape of an Ancient Bronze Beaker (Zun),"Qing dynasty (1644–1911), late 17th/early 18th century",,https://www.artic.edu/artworks/12672,"https://www.artic.edu/iiif/2/9fb4c872-f709-97a4-8120-d6a52b586f59/full/843,/0/default.jpg"
Covered Pilgrim Flask with Scrolls,"Liao dynasty (907–1124), 11th century",,https://www.artic.edu/artworks/70006,"https://www.artic.edu/iiif/2/6cdb6ad3-129f-58b6-b5c9-627949275ede/full/843,/0/default.jpg"
Blade,"Shang period, c. 1600/1045 B.C.",,https://www.artic.edu/artworks/69008,
"Giant Interactive Group Corporate Headquarters, Shanghai, China, Model",2008,,https://www.artic.edu/artworks/233321,"https://www.artic.edu/iiif/2/b5737581-9e94-5caf-2780-93bf95d96649/full/843,/0/default.jpg"
Dish with Mandarin Ducks in a Lotus Pond,"Jin dynasty (1115–1234), 12th century",,https://www.artic.edu/artworks/17459,"https://www.artic.edu/iiif/2/72a043b2-c342-b97b-843c-e631ca482245/full/843,/0/default.jpg"
Baluster-Shaped Vase with Loop Handles,"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,https://www.artic.edu/artworks/42440,"https://www.artic.edu/iiif/2/69c706bf-8df3-7016-5bb8-cee2d7d29d51/full/843,/0/default.jpg"
Triple Long-Necked Bottle Vase with Double Dragon Roundels and Elongated Curly Dragons (Gui),"Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,https://www.artic.edu/artworks/64836,"https://www.artic.edu/iiif/2/20b22041-cf99-a546-fb69-58dc4fe49da8/full/843,/0/default.jpg"
Pillars of the Country,"Ming dynasty (1368–1644), 1494",,https://www.artic.edu/artworks/79507,"https://www.artic.edu/iiif/2/48450f9e-295e-604b-851e-ad66a30712a5/full/843,/0/default.jpg"
Flowers of the Four Seasons 四季花卉圖,"Ming dynasty (1368–1644), dated 1599",,https://www.artic.edu/artworks/75317,"https://www.artic.edu/iiif/2/ec57d7e6-1205-ce06-f21c-76d77b457aba/full/843,/0/default.jpg"
"Marie Anne Charlotte Corday d'Armans, from Tableaux historiques de la Révolution francaise, volume III",1793,,https://www.artic.edu/artworks/136137,"https://www.artic.edu/iiif/2/0d06ae06-db1a-c6e4-07dd-a81fa809a971/full/843,/0/default.jpg"
Plate,1760/70,,https://www.artic.edu/artworks/2514,"https://www.artic.edu/iiif/2/ef74cf3e-1db7-b92b-ae07-3c1e227fe04f/full/843,/0/default.jpg"
Cicada,Han dynasty (206 B.C.–A.D. 220),,https://www.artic.edu/artworks/70680,
Curved Dagger-Blade (ge),"Shang dynasty (c.1600–1046 BC), 13th–11th century B.C.",,https://www.artic.edu/artworks/68754,
Taxi Dance Hall,1952,,https://www.artic.edu/artworks/58340,"https://www.artic.edu/iiif/2/723da443-ffed-8256-0e5b-1cef1effffb2/full/843,/0/default.jpg"
Drinking at Night,Ming dynasty (1368–1644); c. 1520/23,,https://www.artic.edu/artworks/84123,"https://www.artic.edu/iiif/2/480d33f9-7328-a1f8-bb37-7373230b841b/full/843,/0/default.jpg"
A Girl Minding Geese,1855–56,,https://www.artic.edu/artworks/49817,"https://www.artic.edu/iiif/2/bbc3bb64-677e-eca3-3d69-afc3823016ac/full/843,/0/default.jpg"
Cows Drinking,1866,,https://www.artic.edu/artworks/129720,"https://www.artic.edu/iiif/2/818805b3-d2a2-e5a0-965b-14090a6f4667/full/843,/0/default.jpg"
"The Reply of Madame Snail, plate 6 from Méndez: 25 Prints",1945,,https://www.artic.edu/artworks/186735,"https://www.artic.edu/iiif/2/39b4f987-1d40-f2db-98f8-4250975ec87a/full/843,/0/default.jpg"
"Vase with Loop Handles, Peony Scrolls, Eight Buddhist Emblems, and Waves","Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,https://www.artic.edu/artworks/25640,"https://www.artic.edu/iiif/2/6173e7dd-8880-f45c-cffa-95942ebd9fc6/full/843,/0/default.jpg"
Enlightened Protector Mahakala with Six Arms (Shadbhuja),18th/19th century,,https://www.artic.edu/artworks/11703,"https://www.artic.edu/iiif/2/f1a42a6e-ac69-a3f8-6a6b-8b118d540778/full/843,/0/default.jpg"
Landscape with Daoist Immortals Playing Weiqi,"Ming dynasty (1368–1644), 15th-16th century",,https://www.artic.edu/artworks/150406,"https://www.artic.edu/iiif/2/7739a403-99b6-d151-c892-e93a0b17e4ef/full/843,/0/default.jpg"
"The Chair (""That shadow that lies floating on the floor...""), from The Raven (Le Corbeau)",1875,,https://www.artic.edu/artworks/111367,"https://www.artic.edu/iiif/2/8b1217d0-5522-30bf-08fb-ff1326eee4ae/full/843,/0/default.jpg"
Plate,c. 1721/25,,https://www.artic.edu/artworks/22865,"https://www.artic.edu/iiif/2/e5b8afca-837b-44a7-0cb0-4d9b14ef53f2/full/843,/0/default.jpg"
"Shallow Dish with Peony Scrolls, Chrysanthemum Sprays, and Key-Fret Border; Lotus Panels Panels Under Rim","Ming dynasty (1368–1644), Hongwu period (1368–1388)",,https://www.artic.edu/artworks/80914,"https://www.artic.edu/iiif/2/a7e46e5e-4ab7-7d72-259c-03821e29c4cb/full/843,/0/default.jpg"
Trouser Band,"Qing dynasty (1644–1911), 1875/1900",,https://www.artic.edu/artworks/22075,"https://www.artic.edu/iiif/2/c41881e9-0cde-be61-ebe4-0204dff1617a/full/843,/0/default.jpg"
Woman Spinning,"1853, after drawing made in 1852",,https://www.artic.edu/artworks/49800,"https://www.artic.edu/iiif/2/35856f06-06bb-49bd-1021-3cccb9006c31/full/843,/0/default.jpg"
Circular Covered Box with Floral and Lingzhi Mushroom Scrolls,"Ming dynasty (1368–1644), 16th century",,https://www.artic.edu/artworks/26953,"https://www.artic.edu/iiif/2/d183b433-daa8-8811-6cbb-7b90df39e3a5/full/843,/0/default.jpg"
"Jar with Narcissus, Nandina Berries, Lingzhi Mushrooms, and Rocks","Qing dynasty (1644–1911), Yongzheng reign mark and period (1723–1735)",,https://www.artic.edu/artworks/31202,"https://www.artic.edu/iiif/2/00723bef-2788-4f8d-479a-0221e68ed789/full/843,/0/default.jpg"
Ladle,"Tang dynasty (618–907), first half of 8th century",,https://www.artic.edu/artworks/53194,"https://www.artic.edu/iiif/2/f92a2bc1-aec5-2659-66c3-8aba0b136cfd/full/843,/0/default.jpg"
Beaker,Shang dynasty (c. 1600–1050 B.C.),,https://www.artic.edu/artworks/55213,"https://www.artic.edu/iiif/2/535b975c-7e37-fd87-c7e0-4f0f1e49335b/full/843,/0/default.jpg"
Buzi (Court Rank Badge),"Qing dynasty (1644–1911), 1850/75",,https://www.artic.edu/artworks/35957,"https://www.artic.edu/iiif/2/a3bc4c02-cbb3-4c79-ef90-00ad8c343ed3/full/843,/0/default.jpg"
Head of a Guardian King,"n.d., style of Tang dynasty (618–907)",,https://www.artic.edu/artworks/80377,"https://www.artic.edu/iiif/2/97f49310-06c4-87f5-db4b-026bd41adac4/full/843,/0/default.jpg"
Cylindrical Jar with Three Bear-Shaped Feet and Mountain-Shaped Cover,"Han dynasty, 206 BCE–220 CE",,https://www.artic.edu/artworks/57654,"https://www.artic.edu/iiif/2/bde8ea9e-4873-ffc8-c234-abc5a153b706/full/843,/0/default.jpg"
Captive Pegasus,1889,,https://www.artic.edu/artworks/79492,"https://www.artic.edu/iiif/2/09d55af7-aee1-62b8-3103-244371c4ca48/full/843,/0/default.jpg"
Project for a Cover of a Printed Portfolio,c. 1899,,https://www.artic.edu/artworks/36825,"https://www.artic.edu/iiif/2/096899a0-f022-5a7e-e168-65c7fdaede78/full/843,/0/default.jpg"
Panel (Furnishing Fabric),"People's Republic of China (1949–present), Late 1980s",,https://www.artic.edu/artworks/147469,"https://www.artic.edu/iiif/2/819f3f38-8a6b-883b-d668-2c462e936799/full/843,/0/default.jpg"
Bead,"Eastern Zhou dynasty (770–256 B.C.), c. 5th c. B.C.",,https://www.artic.edu/artworks/62583,"https://www.artic.edu/iiif/2/87f735a6-f22a-fdae-505a-85961f5dc99e/full/843,/0/default.jpg"
Keying Up,c. 1885,,https://www.artic.edu/artworks/129408,"https://www.artic.edu/iiif/2/3c4e0b9e-92cf-c26a-2ace-d23301fa72c4/full/843,/0/default.jpg"
Dish with Crane amid Floral Scrolls,"Jin dynasty (1115–1234), 12th century",,https://www.artic.edu/artworks/28350,"https://www.artic.edu/iiif/2/5e77685f-da54-eb61-c2fb-a8a19b49210f/full/843,/0/default.jpg"
Pattern for China Plates (Utica),n.d.,,https://www.artic.edu/artworks/83022,"https://www.artic.edu/iiif/2/97507ba0-f7bf-4663-d7d6-09d08a632c69/full/843,/0/default.jpg"
Scholar's Retreat,"Qing dynasty (1644–1911), dated 1739",,https://www.artic.edu/artworks/12317,
Nude Resting on a Chaise with Mashrabiya Background,1922,,https://www.artic.edu/artworks/83673,"https://www.artic.edu/iiif/2/6d461155-3269-6f64-b6ce-56292a4b34e5/full/843,/0/default.jpg"
Tripod Vessel,"Eastern Zhou dynasty, Warring States period (480–221 B.C.)",,https://www.artic.edu/artworks/15579,"https://www.artic.edu/iiif/2/f8bf5919-b0a8-515a-cd07-a13453702a47/full/843,/0/default.jpg"
Bouquet of Roses,1879,,https://www.artic.edu/artworks/12248,"https://www.artic.edu/iiif/2/fbab90f7-ce27-ece2-0bdd-9875dc67203d/full/843,/0/default.jpg"
Tubular Fitting,"Eastern Zhou dynasty, Warring States period (480–221 B.C.), 4th/3rd century B.C.",,https://www.artic.edu/artworks/53276,"https://www.artic.edu/iiif/2/1a736c44-2071-b2ca-db2a-4121d8e92182/full/843,/0/default.jpg"
Bird Pendant,"Shang period, c. 1200 B.C.",,https://www.artic.edu/artworks/69558,
Faust and Mephistopheles in the Harz Mountains,1828,,https://www.artic.edu/artworks/7419,"https://www.artic.edu/iiif/2/1f33e988-b846-5a0c-b380-982e87b405c1/full/843,/0/default.jpg"
Tankard,1750/75,,https://www.artic.edu/artworks/7843,"https://www.artic.edu/iiif/2/c6076d20-dfd7-50e2-3f79-04e9c3cd00dd/full/843,/0/default.jpg"
Bowl with Boys Playing amid Peony Flowers,"Jin dynasty (1115–1234), 12th century",,https://www.artic.edu/artworks/65892,"https://www.artic.edu/iiif/2/d83a9808-75d2-f731-ce8d-e150d504f549/full/843,/0/default.jpg"
Buffalo Pendant,"Western Zhou period, 11th–10th century B.C.",,https://www.artic.edu/artworks/68898,
Bowl,Song dynasty (960–1279),,https://www.artic.edu/artworks/193050,"https://www.artic.edu/iiif/2/da814118-5093-fae5-0aae-bf2de97f20cb/full/843,/0/default.jpg"
Covered Bottle-Vase (Meiping) with Children among Blossoming Vine,"Northern Song dynasty (960–1127), 12th century",,https://www.artic.edu/artworks/58904,"https://www.artic.edu/iiif/2/65be7c65-5100-b725-1343-7a06d4115b74/full/843,/0/default.jpg"
Herd of Pigs,1850,,https://www.artic.edu/artworks/45668,"https://www.artic.edu/iiif/2/ad143a9d-4d98-e8cd-e212-1e7c272aa3a4/full/843,/0/default.jpg"
Tea Service,1877 and 1878,,https://www.artic.edu/artworks/259159,"https://www.artic.edu/iiif/2/d4790c31-f952-2d00-1d4a-f7d2d041f243/full/843,/0/default.jpg"
Bulb Vase,c. 1875,,https://www.artic.edu/artworks/259160,"https://www.artic.edu/iiif/2/4eb9b16f-c07f-e036-e450-78536a9acb94/full/843,/0/default.jpg"
Buddhist Water Sprinkler (Kundika),"Tang dynasty (A.D. 618–907), 7th century",,https://www.artic.edu/artworks/21731,"https://www.artic.edu/iiif/2/132dca35-6776-e9b9-f37b-a6c39a73b7f3/full/843,/0/default.jpg"
Bell-Shaped Cup with Scholar and Attendants in a Garden,Qing dynasty (1644–1911),,https://www.artic.edu/artworks/58116,"https://www.artic.edu/iiif/2/bb470b6e-44e1-cf50-c0fe-52a54bf24151/full/843,/0/default.jpg"
Stem Cup,Tang dynasty (618–906),,https://www.artic.edu/artworks/12165,"https://www.artic.edu/iiif/2/699689bc-8c6d-7a7b-4004-d4d3a4ac0973/full/843,/0/default.jpg"
Bead with Interlocked Spirals,"Western Zhou dynasty ( 1046–771 BC), 10th–8th century B.C.",,https://www.artic.edu/artworks/68840,
"Three People, a Mask, a Fox and a Bird, headpiece forLe sourire","1899, printed and published 1921",,https://www.artic.edu/artworks/20434,"https://www.artic.edu/iiif/2/f66edacb-7f82-8f76-8fd5-4b503f3d3158/full/843,/0/default.jpg"
Dish with Mythical Bovine (Xiniu) Amid Waves Viewing the Moon and Constellations,"Jin dynasty (1115–1234), 12th century",,https://www.artic.edu/artworks/21457,"https://www.artic.edu/iiif/2/0b1aa401-36a2-b193-6114-a9b6e5d0fcb1/full/843,/0/default.jpg"
Celestial Chaos No. 1,2014,,https://www.artic.edu/artworks/230189,"https://www.artic.edu/iiif/2/fd6deeb9-6d01-3849-17d5-a7cbf89f8e3f/full/843,/0/default.jpg"
Covered Food Container,"Western Zhou dynasty ( 1046–771 BC ), mid–9th century B.C.",,https://www.artic.edu/artworks/55833,"https://www.artic.edu/iiif/2/8b4cd593-6570-15ce-0c76-23c0504b89cb/full/843,/0/default.jpg"
Baluster-Shaped Vase with Peony Flowers,"Qing dynasty (1644–1911), 18th/19th century",,https://www.artic.edu/artworks/42836,"https://www.artic.edu/iiif/2/cbc958b7-e527-99f9-999e-53d11e736e38/full/843,/0/default.jpg"
Disc with Coiled Dragon,"Western Zhou period, 11th/10th century B.C.",,https://www.artic.edu/artworks/68941,
Hare Pendant,"Western Zhou period, 11th/10th century B.C.",,https://www.artic.edu/artworks/69324,
Disc (bi),"Neolithic period, Liangzhu culture, c. 3000/2000 B.C.",,https://www.artic.edu/artworks/69719,
Beaker,Shang dynasty (c. 1600–1050 B.C.),,https://www.artic.edu/artworks/105549,"https://www.artic.edu/iiif/2/09380225-93ea-4875-1d76-d2998b8403f9/full/843,/0/default.jpg"
United by Music 合樂圖,"Ming dynasty (1368–1644), 15th/16th century",,https://www.artic.edu/artworks/72380,"https://www.artic.edu/iiif/2/6ae82203-7056-0e36-450b-71d1bd12eac2/full/843,/0/default.jpg"
"On the Dish, plate ten from In Dreams",1879,,https://www.artic.edu/artworks/79326,"https://www.artic.edu/iiif/2/ba370b5f-be56-6803-1923-2df4860c9d21/full/843,/0/default.jpg"
Melon-Shaped Ewer with Triple-Strand Handle,"Liao dynasty (907–1124), 11th century",,https://www.artic.edu/artworks/147883,"https://www.artic.edu/iiif/2/523fb900-a310-c1d6-ab52-8bfd784f23b0/full/843,/0/default.jpg"
Basin with Stylized Flowers and Sickle-leaf Scrolls,"Southern Song (1127–1279) or Yuan dynasty (1271–1368), c. 13th/14th century",,https://www.artic.edu/artworks/193025,"https://www.artic.edu/iiif/2/d67fbab4-bf0e-f794-87fb-e9963a97fedd/full/843,/0/default.jpg"
Empress' Jifu (Semiformal Court Robe),"Qing dynasty (1644–1911), 1840-60",,https://www.artic.edu/artworks/24113,"https://www.artic.edu/iiif/2/ac234aa1-e085-9a46-6949-ef5350205888/full/843,/0/default.jpg"
An Old Bridge at Salisbury,c. 1826,,https://www.artic.edu/artworks/117596,"https://www.artic.edu/iiif/2/9be495ae-b714-38bb-4af6-b32b799cedcc/full/843,/0/default.jpg"
Wine Jar (Hu),"Eastern Zhou dynasty, Warring States period (480–221 B.C.), c. 3rd century B.C.",,https://www.artic.edu/artworks/60348,"https://www.artic.edu/iiif/2/c192f549-b9cb-f351-3df0-810d25ade501/full/843,/0/default.jpg"
Thresher,"1853, after drawing made in 1852",,https://www.artic.edu/artworks/49855,"https://www.artic.edu/iiif/2/d3294c97-b336-c8a0-593f-4c6d3ab2e7c0/full/843,/0/default.jpg"
Sheaf-Binder,"1853, after drawing made in 1852",,https://www.artic.edu/artworks/49815,"https://www.artic.edu/iiif/2/558f0733-8ff6-ffd8-6dde-1542c662456d/full/843,/0/default.jpg"
Mirror with Images of Daoist Deities,"Eastern Han dynasty (25–220 CE),
2nd or 3rd century CE",,https://www.artic.edu/artworks/3316,"https://www.artic.edu/iiif/2/fd9da8f4-8b0f-2621-49e0-6f237bf9be50/full/843,/0/default.jpg"
Spaniel,c. 1760,,https://www.artic.edu/artworks/27659,"https://www.artic.edu/iiif/2/b10f1786-ca60-d675-dc1d-c99cb0abdb18/full/843,/0/default.jpg"
Foliate Dish with Lotus Flower,"late Southern Song (1127–1279)/early Yuan dynasty (1279–1368), late 13th century",,https://www.artic.edu/artworks/21648,"https://www.artic.edu/iiif/2/4922ee5f-1e3e-93a9-3aa1-5f96952b3855/full/843,/0/default.jpg"
Bird Pendant,"Shang period, 13th–11th century B.C.",,https://www.artic.edu/artworks/69574,
"Grazing Horse, plate three from Series of Horses",1651,,https://www.artic.edu/artworks/80239,"https://www.artic.edu/iiif/2/1ddce773-4f20-7afc-b7aa-1f153ce6c4d6/full/843,/0/default.jpg"
Beggar,c. 1835,,https://www.artic.edu/artworks/12896,"https://www.artic.edu/iiif/2/d43c43f8-f197-9c2b-8410-cc9bc249213d/full/843,/0/default.jpg"
Artist's Studio,1965,,https://www.artic.edu/artworks/193334,"https://www.artic.edu/iiif/2/32b36d1f-abad-7de7-3f99-3845c8d01c63/full/843,/0/default.jpg"
Lobed Basin for Flowerpot with Four Cloud-Shaped Feet,"Yuan (1271–1368)/Ming dynasty (1368–1644), 14th century",,https://www.artic.edu/artworks/12543,"https://www.artic.edu/iiif/2/5b47a262-b2a9-5d7d-78b4-20bff81f05fb/full/843,/0/default.jpg"
Bodhisattva Maitreya,"Qing dynasty, 18th century",,https://www.artic.edu/artworks/148422,"https://www.artic.edu/iiif/2/24acaa1b-70eb-5849-7c71-f3591792c471/full/843,/0/default.jpg"
Bowl with God of Longevity (Shoulao) and Eight Daoist Immortals,"Ming dynasty (1368–1644), Wanli reign mark and period (1572–1620)",,https://www.artic.edu/artworks/180200,"https://www.artic.edu/iiif/2/3d38368f-f709-c156-c94e-1c1b381b2a11/full/843,/0/default.jpg"
A Thatched Pavilion at the Foot of Two Old Cedar Trees,"Qing dynasty (1644–1911), dated 1693",,https://www.artic.edu/artworks/13451,"https://www.artic.edu/iiif/2/a9a068d4-f318-a007-ff5d-ca922a9943c9/full/843,/0/default.jpg"
The Housewife,1857,,https://www.artic.edu/artworks/61041,"https://www.artic.edu/iiif/2/03bb09ca-5b2e-8592-388b-e3a5db25f2a9/full/843,/0/default.jpg"
Still Life with Goldfish V,1914/15,,https://www.artic.edu/artworks/202231,"https://www.artic.edu/iiif/2/a180ba00-dea6-bd2b-1ee7-8550ead6e6de/full/843,/0/default.jpg"
